id	chr	start	end	strand	length	tr.name	tr.strand
L2_level1_chr19_+_34267181	chr19	34267149	34267336	+	187	Stambpl1	+
L2_level1_chr3_-_94915060	chr3	94915057	94915069	-	12	Vps72	+
L2_level1_chr2_-_44843140	chr2	44842934	44843530	-	596	Zeb2	-
L2_level1_chr17_-_33897231	chr17	33897181	33897340	-	159	Rab11b	-
L2_level1_chr10_+_36717258	chr10	36717143	36717289	+	146	Hdac2	+
L2_level1_chr4_-_123204171	chr4	123203671	123204626	-	955	Macf1	-
L2_level1_chr2_+_151936142	chr2	151935475	151936164	+	689	Srxn1	+
L2_level1_chr6_+_149507398	chr6	149506988	149507900	+	912	Bicd1	+
L2_level1_chr11_+_16160597	chr11	16160481	16160665	+	184	Vstm2a	+
L2_level1_chr11_+_22873204	chr11	22873194	22874475	+	1281	Zrsr1	+
L2_level1_chr10_+_111780679	chr10	111780190	111780918	+	728	Kcnc2	+
L2_level1_chr6_+_45144074	chr6	45143694	45144257	+	563	Cntnap2	+
L2_level1_chr1_-_94975410	chr1	94975356	94975428	-	72	Kif1a	-
L2_level1_chr10_+_79630573	chr10	79630458	79630656	+	198	Cirbp	+
L2_level1_chr17_+_56740275	chr17	56740199	56740379	+	180	Safb	+
L2_level1_chr13_+_54484159	chr13	54483889	54484306	+	417	Cplx2	+
L2_level1_chr9_+_70427202	chr9	70427011	70427254	+	243	Sltm	+
L2_level1_chr8_+_109707709	chr8	109707462	109708195	+	733	Cyb5b	+
L2_level1_chr18_+_37821436	chr18	37821335	37821467	+	132	Pcdha4-g	+
L2_level1_chr17_+_57129749	chr17	57129667	57129833	+	166	Clpp	+
L2_level1_chr18_+_40489854	chr18	40489694	40490124	+	430	Kctd16	+
L2_level1_chr19_-_4379261	chr19	4379261	4379262	-	1	Kdm2a	-
L2_level1_chr5_-_63157247	chr5	63157161	63157314	-	153	Arap2	-
L2_level1_chr8_+_91220932	chr8	91220891	91221064	+	173	Cyld	+
L2_level1_chr12_+_82046617	chr12	82046607	82046755	+	148	Srsf5	+
L2_level1_chr8_+_23970007	chr8	23969963	23970074	+	111	Myst3	+
L2_level1_chr3_-_89017825	chr3	89017750	89017858	-	108	Mtx1	-
L2_level1_chr5_-_124189596	chr5	124189532	124189719	-	187	Rsrc2	-
L2_level1_chr1_-_69077591	chr1	69077099	69077699	-	600	Erbb4	-
L2_level1_chr17_-_15635257	chr17	15635144	15635321	-	177	Psmb1	-
L2_level1_chr11_-_102342092	chr11	102342050	102343401	-	1351	Gpatch8	-
L2_level1_chr14_-_125026047	chr14	125025695	125026195	-	500	Fgf14	-
L2_level1_chr3_-_133130689	chr3	133129954	133130814	-	860	Tet2	-
L2_level1_chr11_+_69137478	chr11	69137423	69137649	+	226	Trappc1	+
L2_level1_chr11_-_41733954	chr11	41733906	41734071	-	165	Gabrg2	-
L2_level1_chr11_-_74403584	chr11	74403486	74403679	-	193	Rap1gap2	-
L2_level1_chr13_-_96214185	chr13	96214143	96214273	-	130	Crhbp	-
L2_level1_chr4_-_83131661	chr4	83131644	83131831	-	187	Psip1	-
L2_level1_chr6_+_45213524	chr6	45213367	45214474	+	1107	Cntnap2	+
L2_level1_chr11_+_68902039	chr11	68901971	68902124	+	153	Vamp2	+
L2_level1_chr8_+_73278612	chr8	73278492	73278747	+	255	Rab3a	+
L2_level1_chr2_-_25430393	chr2	25430327	25430464	-	137	Phpt1	-
L2_level1_chrX_-_149046268	chrX	149045965	149046734	-	769	Shroom2	-
L2_level1_chr1_+_180589345	chr1	180589327	180589347	+	20	Kif26b	+
L2_level1_chrX_-_71613871	chrX	71613777	71613919	-	142	Ubl4	-
L2_level1_chr8_+_87580961	chr8	87580719	87581021	+	302	Tnpo2	+
L2_level1_chr6_-_71708559	chr6	71708555	71708560	-	5	Reep1	+
L2_level1_chr13_-_95055261	chr13	95055190	95055371	-	181	Scamp1	-
L2_level1_chr10_-_49448644	chr10	49448328	49448736	-	408	Grik2	-
L2_level1_chr2_-_6805931	chr2	6805890	6806062	-	172	Celf2	-
L2_level1_chr7_-_52384113	chr7	52383925	52384168	-	243	Rpl13a	-
L2_level1_chr18_+_86670292	chr18	86670256	86670781	+	525	Neto1	+
L2_level1_chr2_+_112295195	chr2	112295096	112295512	+	416	2900064A13Rik	+
L2_level1_chr18_+_31963758	chr18	31963676	31963878	+	202	Wdr33	+
L2_level1_chr7_+_16683941	chr7	16683874	16684092	+	218	Napa	+
L2_level1_chr9_+_35090524	chr9	35090513	35090526	+	13	4933422A05Rik	+
L2_level1_chr10_+_52156922	chr10	52156802	52157459	+	657	Nus1	+
L2_level1_chrX_+_136991153	chrX	136991090	136991365	+	275	Prps1	+
L2_level1_chr3_+_17699042	chr3	17698938	17699664	+	726	2610100L16Rik	+
L2_level1_chr10_+_127162425	chr10	127162263	127162491	+	228	Tac2	+
L2_level1_chr10_-_77927676	chr10	77927529	77927792	-	263	Pdxk	-
L2_level1_chr3_-_108707618	chr3	108706864	108707744	-	880	Prpf38b	-
L2_level1_chr7_+_98958985	chr7	98958954	98959035	+	81	Dlg2	+
L2_level1_chr9_+_109908476	chr9	109908456	109909194	+	738	Mtap4	+
L2_level1_chr4_-_129301125	chr4	129301087	129301171	-	84	Ccdc28b	-
L2_level1_chr11_+_56903267	chr11	56903260	56903282	+	22	Gria1	+
L2_level1_chr2_+_71066173	chr2	71065508	71066225	+	717	Dync1i2	+
L2_level1_chr11_+_68903316	chr11	68903208	68903370	+	162	Vamp2	+
L2_level1_chr17_-_64662421	chr17	64662350	64662476	-	126	Pja2	-
L2_level1_chr4_-_25537569	chr4	25537396	25537819	-	423	Fut9	-
L2_level1_chr17_-_45708453	chr17	45708339	45708588	-	249	Hsp90ab1	-
L2_level1_chr2_-_80393559	chr2	80393466	80393626	-	160	Nckap1	-
L2_level1_chr19_-_32748010	chr19	32747472	32748898	-	1426	Atad1	-
L2_level1_chr2_+_102621791	chr2	102621599	102621908	+	309	Slc1a2	+
L2_level1_chr4_+_155318219	chr4	155318134	155318337	+	203	Ube2j2	+
L2_level1_chr6_+_134879467	chr6	134879467	134879469	+	2	1190002F15Rik	+
L2_level1_chr5_-_130363163	chr5	130363100	130363247	-	147	Chchd2	-
L2_level1_chrX_+_133527738	chrX	133527582	133528051	+	469	Zcchc18	+
L2_level1_chr7_-_133708033	chr7	133707947	133708129	-	182	Eif3c	-
L2_level1_chr11_-_101087760	chr11	101087732	101087815	-	83	Ezh1	-
L2_level1_chr1_-_16609353	chr1	16609300	16609447	-	147	Ube2w	-
L2_level1_chr2_+_34630044	chr2	34630042	34630285	+	243	Hspa5	+
L2_level1_chrX_+_78340192	chrX	78340057	78340727	+	670	Tmem47	+
L2_level1_chrX_+_58387836	chrX	58387742	58387847	+	105	C230004F18Rik	+
L2_level1_chr1_+_130155518	chr1	130155391	130155551	+	160	Ubxn4	+
L2_level1_chr12_+_97018983	chr12	97018591	97020264	+	1673	Flrt2	+
L2_level1_chr1_-_94957387	chr1	94957337	94957402	-	65	Kif1a	-
L2_level1_chr9_-_106349987	chr9	106349863	106350038	-	175	Abhd14a	-
L2_level1_chr16_+_7410556	chr16	7410430	7412331	+	1901	Rbfox1	+
L2_level1_chr18_+_35000311	chr18	35000180	35000445	+	265	Reep2	+
L2_level1_chr14_+_48320780	chr14	48320730	48320854	+	124	Ktn1	+
L2_level1_chr1_-_68089294	chr1	68089017	68089384	-	367	Erbb4	-
L2_level1_chr1_+_182781286	chr1	182781205	182781337	+	132	BC031781	+
L2_level1_chr14_-_94244518	chr14	94244039	94244661	-	622	Pcdh9	-
L2_level1_chr4_+_126712339	chr4	126712177	126712452	+	275	Sfpq	+
L2_level1_chr10_-_126685293	chr10	126685273	126685353	-	80	Kif5a	-
L2_level1_chr14_+_76904311	chr14	76904199	76904635	+	436	Tsc22d1	+
L2_level1_chr17_-_56715164	chr17	56714791	56715181	-	390	Safb2	-
L2_level1_chr16_+_94610842	chr16	94610271	94611101	+	830	Ttc3	+
L2_level1_chr4_-_134367199	chr4	134367077	134367285	-	208	Tmem57	-
L2_level1_chr8_+_56135521	chr8	56135438	56135591	+	153	Gpm6a	+
L2_level1_chr3_+_115591072	chr3	115591035	115591167	+	132	Dph5	+
L2_level1_chr2_+_22546390	chr2	22546132	22548226	+	2094	Gad2	+
L2_level1_chr14_+_60884081	chr14	60883985	60884169	+	184	Mtmr6	+
L2_level1_chr16_-_44087511	chr16	44087491	44087648	-	157	Atp6v1a	-
L2_level1_chr6_-_142771127	chr6	142770610	142771553	-	943	St8sia1	-
L2_level1_chr1_-_183121938	chr1	183121912	183122076	-	164	Wdr26	-
L2_level1_chrX_-_102569704	chrX	102569462	102569882	-	420	5330434G04Rik	-
L2_level1_chr9_-_54582323	chr9	54582261	54582356	-	95	Wdr61	-
L2_level1_chrX_+_33428806	chrX	33428760	33428920	+	160	Dock11	+
L2_level1_chr5_-_38952838	chr5	38952775	38952950	-	175	Wdr1	-
L2_level1_chr18_+_69845370	chr18	69844989	69845836	+	847	Tcf4	+
L2_level1_chr1_+_136324796	chr1	136324646	136324823	+	177	Adipor1	+
L2_level1_chr11_+_53350767	chr11	53350641	53350795	+	154	Sept8	+
L2_level1_chr14_-_8999313	chr14	8999247	8999385	-	138	Pdhb	-
L2_level1_chr4_+_102643581	chr4	102642603	102645921	+	3318	Gm12709	-
L2_level1_chr5_+_25265827	chr5	25265749	25265924	+	175	Actr3b	+
L2_level1_chr6_+_17610792	chr6	17610677	17610816	+	139	Capza2	+
L2_level1_chr9_-_78327271	chr9	78327111	78327360	-	249	Eef1a1	-
L2_level1_chr5_-_37187664	chr5	37187470	37187787	-	317	Mrfap1	-
L2_level1_chr5_-_8073728	chr5	8073725	8074654	-	929	Adam22	-
L2_level1_chr4_-_43575106	chr4	43575038	43575215	-	177	Tln1	-
L2_level1_chr4_-_82872698	chr4	82872609	82873150	-	541	Ttc39b	-
L2_level1_chr1_+_136391230	chr1	136391180	136391352	+	172	Rabif	+
L2_level1_chr7_-_89044711	chr7	89044585	89044746	-	161	Hdgfrp3	-
L2_level1_chr13_+_118760453	chr13	118760358	118760557	+	199	Hcn1	+
L2_level1_chr16_-_48994058	chr16	48993913	48994163	-	250	Dzip3	-
L2_level1_chr6_-_124691075	chr6	124690948	124691149	-	201	Grcc10	-
L2_level1_chr12_+_110888869	chr12	110888510	110889318	+	808	AF357359	+
L2_level1_chr3_-_157688837	chr3	157688468	157689173	-	705	Srsf11	-
L2_level1_chr18_+_40435360	chr18	40435285	40435537	+	252	Kctd16	+
L2_level1_chr5_+_139724921	chr5	139724367	139725540	+	1173	Sun1	+
L2_level1_chr1_+_63494353	chr1	63494289	63494495	+	206	Adam23	+
L2_level1_chr17_+_53618569	chr17	53618499	53618767	+	268	Rab5a	+
L2_level1_chr6_-_60779793	chr6	60779689	60779903	-	214	Snca	-
L2_level1_chr7_+_19967355	chr7	19967335	19967388	+	53	Ercc2	+
L2_level1_chr15_+_65702921	chr15	65702660	65703169	+	509	Efr3a	+
L2_level1_chr6_+_45046454	chr6	45046100	45046706	+	606	Cntnap2	+
L2_level1_chr6_+_11990214	chr6	11989555	11990344	+	789	Phf14	+
L2_level1_chr16_+_23113336	chr16	23113222	23113463	+	241	Eif4a2	+
L2_level1_chr16_-_10395423	chr16	10395352	10395456	-	104	Tekt5	-
L2_level1_chr2_+_69586973	chr2	69586627	69586980	+	353	Ppig	+
L2_level1_chr13_random_-_309937	chr13_random	309878	310329	-	451	Hmgcs1	-
L2_level1_chrX_+_12717601	chrX	12717521	12717657	+	136	Usp9x	+
L2_level1_chr1_-_16633229	chr1	16633030	16633571	-	541	Tceb1	-
L2_level1_chr11_+_23267387	chr11	23267326	23267545	+	219	Usp34	+
L2_level1_chr2_+_91015784	chr2	91015783	91015790	+	7	Madd	-
L2_level1_chr18_-_38104641	chr18	38104572	38104694	-	122	Hdac3	-
L2_level1_chr2_+_29854644	chr2	29854627	29854770	+	143	Spna2	+
L2_level1_chr5_-_72559399	chr5	72559344	72559492	-	148	Commd8	-
L2_level1_chr7_+_28516398	chr7	28516364	28516649	+	285	Zfp60	+
L2_level1_chr16_-_91931822	chr16	91931741	91931936	-	195	Atp5o	-
L2_level1_chr10_+_111716994	chr10	111716802	111717386	+	584	Kcnc2	+
L2_level1_chr15_-_8300803	chr15	8300225	8301073	-	848	Nipbl	-
L2_level1_chr13_+_91947336	chr13	91947278	91947556	+	278	Zcchc9	-
L2_level1_chr10_+_74980752	chr10	74980702	74980835	+	133	Snrpd3	+
L2_level1_chr14_-_37940855	chr14	37940785	37940926	-	141	Ghitm	-
L2_level1_chr17_+_79336477	chr17	79336432	79336677	+	245	2410091C18Rik	+
L2_level1_chr11_-_50125243	chr11	50125116	50125308	-	192	Canx	-
L2_level1_chr7_-_91235015	chr7	91234634	91235105	-	471	9930013L23Rik	-
L2_level1_chr10_-_30522750	chr10	30522625	30522778	-	153	Ncoa7	-
L2_level1_chrX_+_12713620	chrX	12713534	12713668	+	134	Usp9x	+
L2_level1_chr4_+_28748256	chr4	28748136	28748340	+	204	Epha7	+
L2_level1_chr2_-_155937700	chr2	155937630	155937729	-	99	Cpne1	-
L2_level1_chr2_+_26767729	chr2	26767717	26767768	+	51	Rpl7a	+
L2_level1_chr9_+_42917379	chr9	42917378	42917394	+	16	Tmem136	-
L2_level1_chr6_-_146411976	chr6	146411909	146412044	-	135	Itpr2	-
L2_level1_chr9_-_55995365	chr9	55995217	55995408	-	191	Tspan3	-
L2_level1_chr7_+_54025508	chr7	54025506	54025511	+	5	Hps5	-
L2_level1_chr17_+_35263321	chr17	35263235	35263377	+	142	D17H6S53E	+
L2_level1_chr1_+_196863806	chr1	196863196	196863903	+	707	Mir29c	+
L2_level1_chr19_+_43764288	chr19	43764145	43764412	+	267	Entpd7	+
L2_level1_chr5_+_53225352	chr5	53225219	53225604	+	385	Anapc4	+
L2_level1_chr2_-_38920985	chr2	38920924	38921107	-	183	Golga1	-
L2_level1_chr10_-_80363542	chr10	80363401	80363613	-	212	Timm13	-
L2_level1_chr7_+_108650117	chr7	108650102	108650158	+	56	Pde2a	+
L2_level1_chr9_+_113815291	chr9	113815052	113815331	+	279	Clasp2	+
L2_level1_chr8_-_87369785	chr8	87369769	87370001	-	232	Calr	-
L2_level1_chr19_-_60848814	chr19	60848620	60849115	-	495	Eif3a	-
L2_level1_chr9_+_30943600	chr9	30943600	30943603	+	3	Mir3471-1	-
L2_level1_chr13_+_81922848	chr13	81922738	81923105	+	367	Cetn3	+
L2_level1_chr4_+_102776096	chr4	102776089	102776103	+	14	Wdr78	-
L2_level1_chr10_+_61143061	chr10	61143011	61143128	+	117	Sar1a	+
L2_level1_chr6_+_45878188	chr6	45878186	45878189	+	3	Cntnap2	+
L2_level1_chr9_+_123500448	chr9	123499904	123501451	+	1547	Sacm1l	+
L2_level1_chr6_+_45090296	chr6	45090145	45090501	+	356	Cntnap2	+
L2_level1_chr1_-_180259243	chr1	180258542	180259324	-	782	Hnrnpu	-
L2_level1_chr10_+_101144464	chr10	101144230	101144572	+	342	Mgat4c	+
L2_level1_chr7_-_52381809	chr7	52381784	52381847	-	63	Rpl13a	-
L2_level1_chr11_-_53244296	chr11	53244083	53244364	-	281	Uqcrq	-
L2_level1_chr14_-_13282294	chr14	13282249	13282464	-	215	Cadps	-
L2_level1_chr5_-_124195076	chr5	124194968	124195134	-	166	Rsrc2	-
L2_level1_chr14_-_87841532	chr14	87841509	87841549	-	40	Tdrd3	+
L2_level1_chrX_+_70163936	chrX	70163861	70163941	+	80	Nsdhl	+
L2_level1_chr7_-_3617077	chr7	3616942	3617145	-	203	Leng1	-
L2_level1_chr8_+_125945416	chr8	125944495	125945652	+	1157	Tubb3	+
L2_level1_chr8_-_23763901	chr8	23763812	23763961	-	149	Polb	-
L2_level1_chr5_-_38550277	chr5	38550096	38550413	-	317	Nsg1	-
L2_level1_chrX_-_100958894	chrX	100958894	100958899	-	5	Slc16a2	-
L2_level1_chr4_-_151766007	chr4	151765860	151766625	-	765	Kcnab2	-
L2_level1_chr1_+_59924488	chr1	59924165	59925425	+	1260	Bmpr2	+
L2_level1_chr3_+_36906040	chr3	36905829	36906099	+	270	4932438A13Rik	+
L2_level1_chr7_-_140900747	chr7	140900676	140900796	-	120	Uros	-
L2_level1_chr2_+_172266067	chr2	172266006	172266207	+	201	2410001C21Rik	+
L2_level1_chr10_-_80667846	chr10	80667297	80668004	-	707	Atcay	-
L2_level1_chr7_+_4874194	chr7	4874123	4874208	+	85	Nat14	+
L2_level1_chrX_-_16394527	chrX	16394444	16394562	-	118	Maob	-
L2_level1_chr8_+_72613849	chr8	72613469	72613903	+	434	Hapln4	+
L2_level1_chr10_+_87663865	chr10	87663808	87664006	+	198	Ccdc53	+
L2_level1_chr2_+_61985929	chr2	61985718	61986156	+	438	Slc4a10	+
L2_level1_chr1_-_33920647	chr1	33920610	33920802	-	192	Bend6	-
L2_level1_chr16_+_20532442	chr16	20532054	20532597	+	543	Dvl3	+
L2_level1_chr14_-_40183994	chr14	40183952	40184534	-	582	Nrg3	-
L2_level1_chr1_-_84835924	chr1	84835827	84836019	-	192	Trip12	-
L2_level1_chr9_+_37015891	chr9	37015827	37015944	+	117	Tmem218	+
L2_level1_chr3_-_100369776	chr3	100369112	100370026	-	914	Man1a2	-
L2_level1_chr1_+_66448009	chr1	66447939	66448441	+	502	Mtap2	+
L2_level1_chr18_+_35734887	chr18	35734671	35734982	+	311	Matr3	+
L2_level1_chr12_+_110783601	chr12	110783581	110783806	+	225	Meg3	+
L2_level1_chr2_-_176421054	chr2	176421007	176421073	-	66	0610010B08Rik	-
L2_level1_chr1_+_88051374	chr1	88051310	88051394	+	84	Armc9	+
L2_level1_chr17_+_24830993	chr17	24830683	24831093	+	410	Gfer	-
L2_level1_chr1_-_33726622	chr1	33726519	33726676	-	157	Prim2	-
L2_level1_chr9_-_57290427	chr9	57290068	57290873	-	805	Scamp5	-
L2_level1_chr6_+_83059081	chr6	83059055	83059168	+	113	Ccdc142	+
L2_level1_chr2_+_158208411	chr2	158207896	158208923	+	1027	Snhg11	+
L2_level1_chr6_-_136783958	chr6	136783895	136784000	-	105	BC049715	+
L2_level1_chr6_-_56873827	chr6	56873670	56873893	-	223	Nt5c3	-
L2_level1_chr14_+_75132160	chr14	75132054	75132203	+	149	Esd	+
L2_level1_chr2_-_20802524	chr2	20802338	20802712	-	374	Arhgap21	-
L2_level1_chr4_+_101286832	chr4	101286762	101286903	+	141	Dnajc6	+
L2_level1_chr18_-_7004728	chr18	7004662	7004792	-	130	Mkx	-
L2_level1_chr18_+_52625333	chr18	52625291	52625409	+	118	Srfbp1	+
L2_level1_chrX_-_91077463	chrX	91077207	91077583	-	376	Pdk3	-
L2_level1_chr18_+_35738908	chr18	35738849	35738971	+	122	Matr3	+
L2_level1_chr15_+_43308799	chr15	43308701	43308842	+	141	Ttc35	+
L2_level1_chr11_-_94162896	chr11	94162788	94162936	-	148	Luc7l3	-
L2_level1_chr11_-_36552355	chr11	36551462	36552381	-	919	Odz2	-
L2_level1_chr8_-_67073807	chr8	67073700	67073832	-	132	Cpe	-
L2_level1_chr11_-_19963942	chr11	19963311	19964293	-	982	Actr2	-
L2_level1_chr13_+_41730625	chr13	41729814	41731260	+	1446	Tmem170b	+
L2_level1_chr11_+_68611771	chr11	68611735	68611937	+	202	Myh10	+
L2_level1_chr15_-_38423379	chr15	38423230	38423414	-	184	Azin1	-
L2_level1_chr3_+_32361943	chr3	32361472	32362017	+	545	Pik3ca	+
L2_level1_chr3_-_107273509	chr3	107272660	107273520	-	860	Slc6a17	-
L2_level1_chr6_+_146547011	chr6	146546763	146547296	+	533	Fgfr1op2	+
L2_level1_chr3_-_55804531	chr3	55804454	55804572	-	118	Nbea	-
L2_level1_chr10_-_4704070	chr10	4703875	4704443	-	568	Vip	-
L2_level1_chr8_-_106954453	chr8	106954279	106954480	-	201	Dync1li2	-
L2_level1_chr18_-_12412598	chr18	12412481	12412599	-	118	Ankrd29	-
L2_level1_chr9_+_28262547	chr9	28262381	28262877	+	496	Opcml	+
L2_level1_chr2_-_90744823	chr2	90744727	90744929	-	202	Ndufs3	-
L2_level1_chr7_-_27981168	chr7	27981033	27981231	-	198	BC024978	+
L2_level1_chr7_-_4583676	chr7	4583628	4583851	-	223	Ppp6r1	-
L2_level1_chr5_-_92883834	chr5	92883778	92883886	-	108	Scarb2	-
L2_level1_chr10_+_118938603	chr10	118938495	118939243	+	748	Grip1	+
L2_level1_chr9_-_30976490	chr9	30976315	30976513	-	198	Mir3471-1	-
L2_level1_chr2_-_84512392	chr2	84512038	84512697	-	659	Tmx2	-
L2_level1_chr11_+_82577836	chr11	82577801	82578000	+	199	Zfp830	+
L2_level1_chr7_+_127874084	chr7	127873977	127874188	+	211	BC030336	+
L2_level1_chr5_-_149364045	chr5	149363727	149364089	-	362	Ubl3	-
L2_level1_chr16_+_31872091	chr16	31871743	31872687	+	944	Dlg1	+
L2_level1_chr10_+_106180590	chr10	106180506	106180616	+	110	Ppfia2	+
L2_level1_chr13_+_34129490	chr13	34129458	34129543	+	85	Bphl	+
L2_level1_chr4_-_75588745	chr4	75588614	75588874	-	260	Ptprd	-
L2_level1_chr9_+_51872994	chr9	51872915	51873041	+	126	Rdx	+
L2_level1_chr13_-_59563448	chr13	59563363	59563614	-	251	Agtpbp1	-
L2_level1_chr18_+_37303368	chr18	37302985	37303455	+	470	Pcdha7	+
L2_level1_chr14_+_24671159	chr14	24671154	24671161	+	7	Kcnma1	-
L2_level1_chr1_-_94974446	chr1	94974290	94974466	-	176	Kif1a	-
L2_level1_chr4_+_136025668	chr4	136025624	136025784	+	160	Luzp1	+
L2_level1_chr11_-_106117106	chr11	106117091	106117190	-	99	Ftsj3	-
L2_level1_chr3_+_37380284	chr3	37380270	37380380	+	110	Spata5	+
L2_level1_chr17_+_26012434	chr17	26012405	26012512	+	107	0610011F06Rik	+
L2_level1_chr14_-_67483988	chr14	67483939	67484046	-	107	Dpysl2	-
L2_level1_chr17_-_88414776	chr17	88414764	88414861	-	97	Fbxo11	-
L2_level1_chr5_-_103342170	chr5	103342112	103342373	-	261	Mapk10	-
L2_level1_chr1_+_120286022	chr1	120285997	120286080	+	83	Clasp1	+
L2_level1_chr17_-_30533005	chr17	30532938	30533035	-	97	Gm6402	-
L2_level1_chr18_+_35022531	chr18	35022490	35022806	+	316	Egr1	+
L2_level1_chr6_-_112670597	chr6	112669652	112671111	-	1459	Srgap3	-
L2_level1_chr3_+_33710362	chr3	33710121	33710365	+	244	Ttc14	+
L2_level1_chr12_+_45700491	chr12	45699769	45700662	+	893	Nrcam	+
L2_level1_chr13_+_41733356	chr13	41733096	41733824	+	728	Tmem170b	+
L2_level1_chr5_+_110539291	chr5	110539245	110539387	+	142	Zfp605	+
L2_level1_chr6_+_51474242	chr6	51474194	51474317	+	123	Snx10	+
L2_level1_chr5_-_113342072	chr5	113341649	113342287	-	638	Adrbk2	-
L2_level1_chr8_+_70480659	chr8	70480624	70480786	+	162	Psd3	-
L2_level1_chr11_-_30013997	chr11	30013871	30014013	-	142	Spnb2	-
L2_level1_chr9_+_59516835	chr9	59516706	59516869	+	163	Pkm2	+
L2_level1_chr2_+_126578010	chr2	126577991	126578189	+	198	Usp8	+
L2_level1_chr16_+_55991160	chr16	55990309	55991217	+	908	Zbtb11	+
L2_level1_chr3_-_97571659	chr3	97570791	97571740	-	949	Pde4dip	-
L2_level1_chr12_+_45663426	chr12	45663350	45663517	+	167	Nrcam	+
L2_level1_chr6_-_113743807	chr6	113743667	113743898	-	231	Atp2b2	-
L2_level1_chr7_-_112729748	chr7	112729674	112729825	-	151	Apbb1	-
L2_level1_chr1_+_74634888	chr1	74634784	74634978	+	194	Bcs1l	+
L2_level1_chr19_+_47695213	chr19	47694506	47695410	+	904	Slk	+
L2_level1_chr10_+_77044487	chr10	77044406	77044551	+	145	Pttg1ip	+
L2_level1_chr11_-_106074621	chr11	106074418	106074719	-	301	Ccdc47	-
L2_level1_chr3_+_79395290	chr3	79395238	79395453	+	215	Ppid	+
L2_level1_chr15_+_85217522	chr15	85217382	85217572	+	190	Atxn10	+
L2_level1_chr7_+_130142990	chr7	130142831	130143524	+	693	Rbbp6	+
L2_level1_chr14_-_40141303	chr14	40140739	40141444	-	705	Nrg3	-
L2_level1_chr6_+_86896147	chr6	86896085	86896154	+	69	Aak1	+
L2_level1_chrX_-_99265347	chrX	99264863	99265872	-	1009	Nhsl2	+
L2_level1_chr6_+_147580312	chr6	147580078	147580776	+	698	Ccdc91	+
L2_level1_chr1_+_4847864	chr1	4847764	4847889	+	125	Tcea1	+
L2_level1_chr6_-_86632912	chr6	86632876	86632992	-	116	Snrnp27	-
L2_level1_chr17_-_45679805	chr17	45679516	45679952	-	436	Tcte1	+
L2_level1_chr3_-_80493783	chr3	80493475	80494734	-	1259	Gria2	-
L2_level1_chr2_-_114001047	chr2	114000980	114001082	-	102	Aqr	-
L2_level1_chr13_-_67825252	chr13	67825172	67825303	-	131	Zfp71-rs1	-
L2_level1_chr16_-_52253327	chr16	52253252	52253471	-	219	Alcam	-
L2_level1_chr15_+_59205785	chr15	59205736	59205876	+	140	Nsmce2	+
L2_level1_chr1_+_129827272	chr1	129827266	129827625	+	359	Rab3gap1	+
L2_level1_chr7_-_6678907	chr7	6678795	6679293	-	498	Peg3	-
L2_level1_chr4_+_55403760	chr4	55403727	55403974	+	247	Rad23b	+
L2_level1_chr3_+_152055287	chr3	152055127	152055987	+	860	Usp33	+
L2_level1_chr19_+_41986498	chr19	41986306	41986525	+	219	Pgam1	+
L2_level1_chr4_-_123189331	chr4	123189317	123189439	-	122	Macf1	-
L2_level1_chr17_-_90436581	chr17	90436242	90436728	-	486	Nrxn1	-
L2_level1_chr1_-_69095251	chr1	69094539	69095418	-	879	Erbb4	-
L2_level1_chr15_+_41633204	chr15	41633105	41633329	+	224	Oxr1	+
L2_level1_chr13_-_74476558	chr13	74476522	74476693	-	171	Sdha	-
L2_level1_chr15_-_79619165	chr15	79618666	79619206	-	540	Npcd	-
L2_level1_chr2_-_134426664	chr2	134426649	134426740	-	91	Tmx4	-
L2_level1_chr10_-_12912937	chr10	12912853	12913036	-	183	Ltv1	-
L2_level1_chr15_+_23296675	chr15	23296595	23296746	+	151	Cdh18	+
L2_level1_chr12_+_72238171	chr12	72238116	72238218	+	102	2700049A03Rik	+
L2_level1_chr6_+_88415834	chr6	88415745	88415856	+	111	Ruvbl1	+
L2_level1_chr1_-_68085811	chr1	68085407	68087093	-	1686	Erbb4	-
L2_level1_chr3_-_132346802	chr3	132346770	132346863	-	93	Aimp1	-
L2_level1_chr3_-_101386642	chr3	101386635	101386772	-	137	Atp1a1	-
L2_level1_chr11_-_69166837	chr11	69166711	69166869	-	158	Chd3	-
L2_level1_chr19_-_45853579	chr19	45853453	45853641	-	188	Mgea5	-
L2_level1_chr5_+_75971008	chr5	75970938	75971104	+	166	Kit	+
L2_level1_chr10_-_108079429	chr10	108079211	108079501	-	290	Syt1	-
L2_level1_chr3_+_84780151	chr3	84780046	84780289	+	243	Fbxw7	+
L2_level1_chr8_+_89155296	chr8	89155245	89155505	+	260	Lonp2	+
L2_level1_chr12_-_77714192	chr12	77713691	77714230	-	539	Spnb1	-
L2_level1_chr16_-_28398463	chr16	28398279	28398509	-	230	Fgf12	-
L2_level1_chr9_-_122758748	chr9	122758367	122759811	-	1444	Zfp445	-
L2_level1_chr6_-_72561283	chr6	72561153	72562111	-	958	Tgoln1	-
L2_level1_chr6_+_58810281	chr6	58810231	58810380	+	149	Herc3	+
L2_level1_chr8_-_30251376	chr8	30250957	30251578	-	621	Unc5d	-
L2_level1_chr1_-_138177305	chr1	138176888	138179084	-	2196	Camsap2	-
